"2024 Form EIA-860 Data - Schedule 3, 'Fuel Switching Data' (Retired & Canceled Units Only)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,Frio,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,22,23,23,5,1961,8,2017,NG,DFO,Y,N,,,,,,,Y,Y,22,22,22,22,1H,1H,N,,,
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,Frio,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,22,23,23,7,1961,8,2017,NG,DFO,Y,N,,,,,,,Y,Y,22,22,22,22,1H,1H,N,,,
17583,"South Texas Electric Coop, Inc",3630,Pearsall,TX,Frio,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,22,23,23,9,1961,8,2017,NG,DFO,N,N,,,,,,,Y,Y,22,22,22,22,1H,1H,N,,,
17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,TX,Victoria,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,11.2,10.5,10.5,3,1963,2,2021,NG,DFO,Y,N,,,,,,,Y,N,10.5,10.5,10.5,10.5,6H,6H,N,,,
17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,TX,Victoria,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,11.2,10.5,10.5,3,1963,2,2021,NG,DFO,Y,N,,,,,,,Y,N,10.5,10.5,10.5,10.5,6H,6H,N,,,
17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,TX,Victoria,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,25,22,22,7,1965,6,2012,NG,DFO,N,Y,NG,DFO,,,,,Y,Y,22, ,22, ,,,N,,,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.2,1.2,1.2,9,1959,3,2011,NG,DFO,,Y,DFO,NG,,,,,Y,Y,1.2, ,1, ,,,Y,Y,Y,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.2,1.2,1.2,9,1959,3,2011,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,1.2, ,1, ,,,Y,Y,Y,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,8,1955,3,2011,NG,DFO,,Y,NG,DFO,,,,,Y,Y,1, ,1, ,,,Y,Y,Y,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,1,1957,3,2011,NG,DFO,,Y,NG,DFO,,,,,Y,Y,1, ,1, ,,,Y,Y,Y,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2.5,2.5,1,1962,3,2011,NG,DFO,,Y,NG,DFO,,,,,Y,Y,2.5, ,1, ,,,Y,Y,Y,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,IC8,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,7,7,7,10,1986,1,2014,NG,DFO,,Y,NG,DFO,,,,,Y,Y,7, ,6, ,1H,1H,Y,Y,Y,
18429,City of Tacoma - (WA),3920,Steam plant,WA,Pierce,1,RE,Wood/Wood Waste Biomass,ST,Electric Utility,1,25, , ,1,1990,12,2005,WDS,MSW,,Y,WDS,BIT,WO,DFO,MSW,,,, , , , ,,,,,,
18429,City of Tacoma - (WA),3920,Steam plant,WA,Pierce,2,RE,Wood/Wood Waste Biomass,ST,Electric Utility,1,25,25,25,12,1989,12,2005,WDS,MSW,,Y,WDS,BIT,WO,DFO,MSW,,,, , , , ,,,,,,
12796,Monongahela Power Co,3942,FirstEnergy Albright,WV,Preston,3,RE,Conventional Steam Coal,ST,Electric Utility,1,140.2,137,140,10,1954,9,2012,BIT,WDS,Y,Y,BIT,WDS,,,,,,, , , , ,,,,,,
13781,Northern States Power Co - Minnesota,3982,Bay Front,WI,Ashland,4,RE,Wood/Wood Waste Biomass,ST,Electric Utility,1,20,15,15,1,1949,5,2019,WDS,TDF,Y,Y,WDS,SUB,NG,TDF,,,N,, , , , ,,,,,,
11479,Madison Gas & Electric Co,3992,Blount Street,WI,Dane,1,RE,Conventional Steam Coal,ST,Electric Utility,1,10,6.8,7.2,0,1925,1,2006,BIT,NG,,Y,BIT,NG,,,,,Y,,6.8, ,6.8, ,UNK,,,,,
11479,Madison Gas & Electric Co,3992,Blount Street,WI,Dane,3,RE,Conventional Steam Coal,ST,Electric Utility,1,34.5,30.1,30.1,9,1953,12,2011,BIT,NG,,Y,BIT,NG,,,,,Y,Y,30.1, ,30.1, ,UNK,,Y,,Y,
11479,Madison Gas & Electric Co,3992,Blount Street,WI,Dane,4,RE,Conventional Steam Coal,ST,Electric Utility,1,20,12,12,10,1938,12,2011,BIT,NG,,Y,BIT,NG,,,,,Y,Y,12, ,12, ,UNK,,Y,,Y,
11479,Madison Gas & Electric Co,3992,Blount Street,WI,Dane,5,RE,Conventional Steam Coal,ST,Electric Utility,1,23,22.9,22.9,11,1948,12,2011,BIT,NG,N,Y,BIT,NG,,,,,Y,Y,22.9, ,22.9, ,UNK,,Y,,Y,
20856,Wisconsin Power & Light Co,4050,Edgewater,WI,Sheboygan,3,RE,Conventional Steam Coal,ST,Electric Utility,1,69,47.2,48.7,7,1951,12,2015,SUB,TDF,Y,Y,TDF,,,,,,N,, , , , ,,,,,,
20856,Wisconsin Power & Light Co,4050,Edgewater,WI,Sheboygan,4,RE,Conventional Steam Coal,ST,Electric Utility,1,351,294.4,295.6,12,1969,9,2018,SUB,TDF,Y,Y,TDF,,,,,,N,, , , , ,,,,,,
20856,Wisconsin Power & Light Co,4057,Rock River,WI,Rock,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,75,72.9,75,1,1954,4,2010,NG,SUB,,,,,,,,,Y,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,3,RE,Conventional Steam Coal,ST,Electric Utility,1,30,25.8,25.8,1,1943,12,2007,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,4,RE,Conventional Steam Coal,ST,Electric Utility,1,30,30.1,30.1,8,1947,12,2007,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,5,RE,Conventional Steam Coal,ST,Electric Utility,1,50,47.7,48.2,9,1949,6,2015,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,6,RE,Conventional Steam Coal,ST,Electric Utility,1,69,69.8,71,11,1951,6,2015,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,7,RE,Conventional Steam Coal,ST,Electric Utility,1,81.6,76.1,77.8,11,1958,10,2018,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
20860,Wisconsin Public Service Corp,4072,Pulliam,WI,Brown,8,RE,Conventional Steam Coal,ST,Electric Utility,1,149.6,133.8,136.4,12,1964,10,2018,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
11571,Manitowoc Public Utilities,4125,Manitowoc,WI,Manitowoc,IC1,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,5.5,5,5,9,1985,10,2009,NG,DFO,,Y,NG,DFO,,,,,Y,Y,5, ,5, ,,,N,,,
11571,Manitowoc Public Utilities,4125,Manitowoc,WI,Manitowoc,IC2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,5.5,5,5,9,1985,12,2017,NG,DFO,Y,Y,NG,DFO,,,,,,Y,5,5,5,5,UNK,UNK,Y,Y,,Y
6958,City of Garland - (TX),4266,Spencer,TX,Denton,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,12.6,12,12,6,1955,12,2005,NG,DFO,N,Y,NG,DFO,,,,,Y,,12, ,12, ,,,N,,,
6958,City of Garland - (TX),4266,Spencer,TX,Denton,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,12.6,12,12,7,1955,12,2005,NG,DFO,N,Y,NG,DFO,,,,,Y,,12, ,12, ,,,,,,
6958,City of Garland - (TX),4266,Spencer,TX,Denton,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,22,22,22,5,1962,5,2005,NG,DFO,N,Y,NG,DFO,,,,,Y,,22, ,22, ,,,,,,
6452,Florida Power & Light Co,6043,Martin,FL,Martin,1,RE,Petroleum Liquids,ST,Electric Utility,1,934.5,826,832,12,1980,12,2018,RFO,NG,Y,Y,RFO,NG,,,,,Y,Y,828,539,828,767,1H,1H,N,,,
6452,Florida Power & Light Co,6043,Martin,FL,Martin,2,RE,Petroleum Liquids,ST,Electric Utility,1,934.5,826,832,6,1981,12,2018,RFO,NG,Y,Y,RFO,NG,,,,,Y,Y,821,539,821,767,1H,1H,N,,,
9996,City of Kansas City - (KS),6064,Nearman Creek,KS,Wyandotte,CT5,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,55,45,45, , , , ,NG,DFO,Y,N,,,,,,,Y,Y,45, ,45, ,,,Y,,,
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,MA,Hampden,3A,IP,Natural Gas Fired Combined Cycle,CC,Electric Utility,1,302,289,293, , , , ,NG,,Y,Y,,,,,,,Y,Y,289, ,260, ,1H,1H,Y,,,
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,IN,Jasper,14,RE,Conventional Steam Coal,ST,Electric Utility,1,540,431,431,12,1976,10,2021,SUB,NG,Y,Y,BIT,SUB,NG,,,,N,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,6085,R M Schahfer,IN,Jasper,15,RE,Conventional Steam Coal,ST,Electric Utility,1,556.4,472,472,10,1979,10,2021,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
12199,Montana-Dakota Utilities Co,6089,Lewis & Clark,MT,Richland,1,RE,Conventional Steam Coal,ST,Electric Utility,1,50,53.1,44,10,1958,3,2021,LIG,NG,Y,Y,LIG,NG,,,,,N,, , , , ,,,,,,
13781,Northern States Power Co - Minnesota,6090,Sherburne County,MN,Sherburne,2,RE,Conventional Steam Coal,ST,Electric Utility,1,765.3,682,682,3,1977,12,2023,SUB,DFO,Y,Y,SUB,DFO,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,6147,Monticello,TX,Titus,1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,593.4,535,580,12,1974,1,2018,SUB,LIG,Y,Y,LIG,SUB,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,6147,Monticello,TX,Titus,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,593.4,535,580,12,1975,1,2018,SUB,LIG,Y,Y,LIG,SUB,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,6147,Monticello,TX,Titus,3,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,793.2,795,795,6,1995,1,2018,SUB,LIG,Y,Y,LIG,SUB,,,,,N,, , , , ,,,,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,1GT1,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85, , ,4,1978,12,2014,NG,DFO,,N,,,,,,,Y,Y,85, ,85, ,1H,,N,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,1GT2,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85, , ,4,1978,12,2014,NG,DFO,,N,,,,,,,Y,Y,85, ,85, ,1H,,N,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,1ST,RE,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,120,249,265,4,1978,12,2014,NG,DFO,,N,,,,,,,Y,Y,249, ,249, ,1H,,N,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,2GT1,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85, , ,8,1977,12,2014,NG,DFO,,N,,,,,,,Y,Y,85, ,85, ,1H,,N,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,2GT2,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85, , ,8,1977,12,2014,NG,DFO,,N,,,,,,,Y,Y,85, ,85, ,1H,,N,,,
6452,Florida Power & Light Co,6246,Putnam,FL,Putnam,2ST,RE,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,120,249,265,8,1977,12,2014,NG,DFO,,N,,,,,,,Y,Y,249, ,249, ,1H,,N,,,
10071,Kauai Island Utility Cooperative,6474,Port Allen (HI),HI,Kauai,ST1,RE,Petroleum Liquids,ST,Electric Utility,1,10,9,9,1,1969,2,2019,DFO,,N,Y,DFO,WO,,,,,N,, , , , ,,,,,,
20214,Waverly Municipal Elec Utility,6554,Waverly Municipal Electric North Plant,IA,Bremer,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.2,1.2,1.2,8,1948,9,2013,NG,DFO,,N,,,,,,,Y,Y,1.2, ,1.2, ,1H,,Y,Y,,
20214,Waverly Municipal Elec Utility,6554,Waverly Municipal Electric North Plant,IA,Bremer,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.3,1.3,8,1952,9,2013,NG,DFO,,N,,,,,,,Y,Y,1.3, ,1.3, ,1H,,Y,Y,,
298,City of Alexandria - (LA),6558,D G Hunter,LA,Rapides,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,55,50,50,5,1965,3,2016,NG,DFO,Y,N,,,,,,,Y,Y,50,50,40,40,6H,24H,Y,Y,Y,
298,City of Alexandria - (LA),6558,D G Hunter,LA,Rapides,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,85,80,80,7,1974,3,2016,NG,DFO,Y,N,,,,,,,Y,Y,70,70,65,65,6H,24H,Y,Y,Y,
3522,Chugach Electric Assn Inc,6559,George M Sullivan Generation Plant 2,AK,Anchorage,5,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,38.1,33.8,37.4,1,1975,12,2016,NG,DFO,N,Y,NG,DFO,,,,,Y,Y,33.8,37.6,33.8,37.6,1H,1H,Y,Y,,
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,1,RE,Petroleum Liquids,IC,Electric Utility,1,0.6,0.6,0.6,6,1959,8,2017,DFO,NG,Y,,,,,,,,Y,Y,0.5,0.5,0.5,0.5,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.9,0.7,0.7,6,1963,8,2017,DFO,NG,Y,N,,,,,,,Y,Y,0.8,0.8,0.8,0.8,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,4,RE,Petroleum Liquids,IC,Electric Utility,1,0.5,0.5,0.5,5,1954,8,2017,DFO,NG,Y,N,,,,,,,Y,Y,0.25,0.25,0.25,0.25,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,5,RE,Petroleum Liquids,IC,Electric Utility,1,0.3,0.3,0.3,3,1950,8,2017,DFO,NG,Y,N,,,,,,,Y,Y,0.2,0.2,0.2,0.2,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,7,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.2,1.2,6,1983,8,2017,DFO,NG,Y,,,,,,,,Y,Y,1.1,1.1,1.1,1.1,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,8,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.2,1.1,1.1,4,1993,8,2017,NG,DFO,Y,,,,,,,,Y,Y,1.1,1.1,1.1,1.1,UNK,UNK,Y,,,Y
9776,City of Johnson - (KS),6579,Johnson,KS,Stanton,IC6,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.2,1.2,11,1986,8,2017,DFO,NG,Y,,,,,,,,Y,N,1.1,1.1,1.1,1.1,UNK,UNK,Y,,,Y
56598,"Major Oak Power, LLC",7030,Major Oak Power,TX,Robertson,3,CN,Conventional Steam Coal,ST,IPP Non-CHP,2,600,600,600, , , , ,LIG,,,Y,,,,,,,,, , , , ,,,,,,
15776,Central Florida Tourism Oversight District,7294,Central Energy Plant,FL,Orange,GTG,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,61.5,48,48,5,1989,10,2024,NG,DFO,Y,N,,,,,,,Y,Y,48,48,48,48,1H,1H,Y,,Y,
14600,Payson City Corporation,7408,Payson,UT,Utah,86-3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2,2,8,1995,8,2024,NG,DFO,N,N,NG,DFO,,,,,Y,Y,2,2,2,2,1H,1H,N,,,
14600,Payson City Corporation,7408,Payson,UT,Utah,86-4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,4,1995,9,2024,NG,DFO,N,N,NG,DFO,,,,,Y,Y,2,2,2,2,1H,1H,N,,,
11626,City of Marceline - (MO),7470,Marceline,MO,Linn,3,RE,Petroleum Liquids,IC,Electric Utility,1,1.2,1.2,1.2,3,1959,12,2006,DFO,NG,,Y,DFO,NG,,,,,,,1.2, ,1.2, ,,,,,,
11626,City of Marceline - (MO),7470,Marceline,MO,Linn,4,RE,Petroleum Liquids,IC,Electric Utility,1,0.4,0.4,0.4,11,1995,12,2006,DFO,NG,N,Y,DFO,NG,,,,,,,0.4, ,0.4, ,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CCE1,CN,Natural Gas Fired Combined Cycle,CC,Electric Utility,1,557,474,557, , , , ,NG,,,,,,,,,,Y,,474, ,474, ,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CCW1,CN,Natural Gas Fired Combined Cycle,CC,Electric Utility,1,278,237,278, , , , ,NG,,,,,,,,,,Y,,237, ,237, ,UNK,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CT1,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,195,153,195, , , , ,NG,,,,,,,,,,Y,,153, ,153, ,UNK,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CT2,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,195,153,195, , , , ,NG,,,,,,,,,,Y,,175, ,175, ,UNK,,,,,
10273,Kimberly-Clark Corp,7627,Everett Cogen,WA,Snohomish,1,RE,Wood/Wood Waste Biomass,ST,IPP CHP,3,42,36,26,1,1996,10,2011,WDS,NG,,Y,WDS,NG,DFO,,,,Y,Y,36, ,26, ,UNK,,Y,Y,,
6035,"Constellation Power, Inc",7701,Fairless Hills,PA,Bucks,A,RE,Landfill Gas,ST,IPP Non-CHP,2,30,30,30,12,1996,6,2020,LFG,NG,Y,Y,LFG,NG,,,,,N,, , , , ,,,,,,
6035,"Constellation Power, Inc",7701,Fairless Hills,PA,Bucks,B,RE,Landfill Gas,ST,IPP Non-CHP,2,30,30,30,12,1996,6,2020,LFG,NG,Y,Y,LFG,NG,,,,,N,, , , , ,,,,,,
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.7,15.8,18.7,1,1992,11,2010,NG,DFO,,Y,DFO,NG,,,,,Y,N,15.9, ,15.9, ,,,N,,,
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.7,15.5,18.4,1,1990,11,2010,NG,DFO,,Y,DFO,NG,,,,,Y,N,16.5, ,16.5, ,,,N,,,
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.7,12.2,14.5,1,1990,11,2010,NG,DFO,,Y,DFO,NG,,,,,Y,N,16.4, ,16.4, ,,,N,,,
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.7,16.6,19.6,1,1990,11,2010,NG,DFO,,Y,DFO,NG,,,,,Y,N,16.2, ,16.2, ,,,N,,,
4716,Dairyland Power Coop,7863,Elk Mound,WI,Chippewa,3,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.5,35.5,45, , , , ,NG,DFO,Y,N,,,,,,,Y,Y, , , , ,,,Y,,,
4716,Dairyland Power Coop,7863,Elk Mound,WI,Chippewa,4,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.5,35.5,45, , , , ,NG,DFO,,N,,,,,,,Y,Y, , , , ,,,Y,,,
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,LA,St Charles,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,445.5,409.5,411.1,7,1975,3,2024,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,411,411,411,411,24H,6H,Y,,,Y
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,799.2,771,771,5,1975,12,2013,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,Hampden,6,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,10,9.3,9.3,8,1955,3,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,9.3, ,9.3, ,1H,1H,Y,Y,Y,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,Hampden,8,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,10,9.3,9.3,8,1951,3,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,9.3, ,9.3, ,1H,1H,Y,Y,Y,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,Hampden,9,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,6,5.7,5.7,88,1941,12,2009,NG,RFO,,Y,NG,RFO,DFO,,,,Y,Y,5.7, ,5.7, ,,,N,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,15TG,RE,Conventional Steam Coal,ST,Industrial CHP,7,17.5,17.5,17.5,10,1956,3,2007,BIT,RFO,,Y,RFO,BIT,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,22TG,RE,Natural Gas Steam Turbine,ST,Industrial CHP,7,12.5,12.5,12.5,8,1954,6,2020,NG,DFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5901,Encina Joint Powers Authority,10026,Encina Water Pollution Control,CA,San Diego,EG3,RE,Other Waste Biomass,IC,Commercial Non-CHP,4,0.5,0.5,0.5,1,1984,5,2008,OBG,NG,,Y,OBG,NG,,,,,,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10090,Commerce Refuse To Energy,CA,Los Angeles,GEN1,RE,Municipal Solid Waste,ST,IPP Non-CHP,2,12,10,10,11,1986,6,2018,MSW,NG,Y,Y,MSW,NG,,,,,N,N, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,GEN2,RE,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,1,1986,12,2002,OBG,NG,Y,Y,OBG,NG,,,,,Y,Y, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,GEN3,RE,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,1,1986,10,2000,OBG,NG,Y,Y,OBG,NG,,,,,Y,Y, , , , ,,,,,,
57280,"Eagle Creek Renewable Energy, LLC",10186,Anson Abenaki Hydros,ME,Somerset,STG1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,3,2,2.5,8,1994,5,2016,NG,RFO,Y,N,,,,,,,Y,N,2,2,2,2,6H,6H,Y,Y,,
56165,Cleveland Cliffs,10211,2 AC Station,IN,Lake,10TG,RE,Other Gases,ST,Industrial CHP,7,20,18,18,1,1948,4,2009,BFG,NG,,Y,BFG,NG,,,,,N,, , , , ,,,,,,
56165,Cleveland Cliffs,10211,2 AC Station,IN,Lake,11TG,RE,Other Gases,ST,Industrial CHP,7,20,18,18,3,1950,4,2009,BFG,NG,,Y,BFG,NG,,,,,N,, , , , ,,,,,,
56165,Cleveland Cliffs,10211,2 AC Station,IN,Lake,7TG,RE,Other Gases,ST,Industrial CHP,7,11.2,10,10,3,1931,12,2007,BFG,NG,,Y,BFG,NG,,,,,N,, , , , ,,,,,,
56165,Cleveland Cliffs,10211,2 AC Station,IN,Lake,8TG,RE,Other Gases,ST,Industrial CHP,7,11.2,10,10,1,1926,4,2009,BFG,NG,,Y,BFG,NG,,,,,N,, , , , ,,,,,,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN7,RE,Petroleum Liquids,ST,Industrial CHP,7,4,3.8,3.8,1,1968,11,2007,DFO,NG,Y,Y,OBL,NG,DFO,,,,Y,N,0, ,0, ,UNK,UNK,Y,,Y,
1947,Bob Jones University,10280,Central Plant,SC,GREENVILLE,ENG2,RE,Natural Gas Internal Combustion Engine,IC,Commercial Non-CHP,4,1.1,1.1,1.1,1,1987,1,2016,NG,DFO,N,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
1947,Bob Jones University,10280,Central Plant,SC,GREENVILLE,ENG3,RE,Natural Gas Internal Combustion Engine,IC,Commercial Non-CHP,4,1.1,1.1,1.1,1,1987,6,2015,NG,DFO,N,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
1947,Bob Jones University,10280,Central Plant,SC,GREENVILLE,ENG4,RE,Natural Gas Internal Combustion Engine,IC,Commercial Non-CHP,4,1.1,1.1,1.1,1,1987,1,2016,NG,DFO,N,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN1,RE,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,75,65,85,12,1984,1,2014,NG,,N,Y,NG,OG,,,,,,, , , , ,,,,,,
327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN2,RE,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,75,65,85,12,1984,9,2015,NG,,N,Y,NG,OG,,,,,,, , , , ,,,,,,
327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN3,RE,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,75,65,85,3,1985,9,2014,NG,,N,Y,NG,OG,,,,,,, , , , ,,,,,,
