OBJECTID,SPECIES,TAXONNAME,GENUS,CLASS,COMPCLASS,MAXDIAM,MORPHOLOGY_1,MORPHOLOGY_2,HABITAT_1,HABITAT_2,HABITAT_3,EXPOSED,HIGHENERGY,SAMOA,MARIANAS_,HAWAII,JOHNSTON,LINE,PHOENIX,WAKE,MARIANAS,KINGDOM,PHYLUM,S_ORDER,FAMILY,SCIENTIFIC_NAME,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,GENCODE,INACTIVE_FLAG_YN,NEW_SPECIES,ADU_FLAG_YN,JUV_FLAG_YN
180,MOVR,Montipora verrucosa,Montipora,Anthozoa,Montipora,,laminar,columnar,upper reef slopes,lagoons,,No,No,Yes,Yes,No,Yes,No,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora verrucosa,207146,"(Lamarck, 1816)",Species,"WoRMS (2010). Montipora verrucosa (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207146 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora verrucosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207146,MOSP,0,,0,0
181,MPAT,Montipora patula,Montipora,Anthozoa,Montipora,,encrusting,laminar,shallow reef environments,,,No,No,No,No,Yes,No,Yes,Yes,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora patula,207149,Verrill,Species,WoRMS (2010). Montipora patula Verrill. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207149 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora patula (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207149,MOSP,0,,0,0
182,MPEL,Montipora peltiformis,Montipora,Anthozoa,Montipora,0,laminar,encrusting/submassive,shallow-deep,,,,,Yes,,,Yes,Yes,Yes,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora peltiformis,207180,"Bernard, 1897",Species,WoRMS (2010). Montipora peltiformis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207180 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora peltiformis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207180,MOSP,0,,0,0
183,MPLA,Millepora platyphylla,Millepora,Hydrozoa,Millepora,,branching,encrusting,many reef environments,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Anthoathecata,Milleporidae,Millepora platyphylla,210730,"Hemprich & Ehrenberg, 1834",Species,"Schuchert, P. (2011). Millepora platyphylla Hemprich & Ehrenberg, 1834. In: Schuchert, P. World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=210730 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Hydrozoa (Class) > Hydroidolina (Subclass) > Anthoathecata (Order) > Capitata (Suborder) > Milleporidae (Family) > Millepora (Genus) > Millepora platyphylla (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=210730,MISP,0,,0,0
184,MSOC,Montipora socialis,Montipora,Anthozoa,Montipora,,encrusting,,,,,,,No,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora socialis,207173,"Bernard, 1897",Species,"WoRMS (2010). Montipora socialis Bernard, 1897. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207173 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora socialis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207173,MOSP,0,,0,0
185,MTIN,Montipora tinian,Montipora,Anthozoa,Montipora,,,,,,,,,No,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Scleractinia,,Montipora tinian,0,,Species,,,,MOSP,0,,0,0
186,MTUB,Montipora tuberculosa,Montipora,Anthozoa,Montipora,,submassive,laminar,many reef environments,,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora tuberculosa,207156,"(Lamarck, 1816)",Species,"WoRMS (2010). Montipora tuberculosa (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207156 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora tuberculosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207156,MOSP,0,,0,0
187,MTUR,Montipora turgescens,Montipora,Anthozoa,Montipora,,massive,columnar,many reef environments,,,No,No,Yes,No,Yes,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora turgescens,207142,"Bernard, 1897",Species,"WoRMS (2010). Montipora turgescens Bernard, 1897. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207142 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora turgescens (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207142,MOSP,0,,0,0
188,MVAL,Montastraea valenciennesi,Montastraea,Anthozoa,Montastraea,,encrusting,submassive,,,,Yes,Yes,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Faviidae,Montastraea valenciennesi,207482,"(Milne Edwards & Haime, 1848)",Species,"WoRMS (2010). Montastraea valenciennesi (Milne Edwards & Haime, 1848). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207482 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Montastraea (Genus) > Montastraea valenciennesi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207482,MONS,0,,0,0
190,MVER,Montipora verrilli,Montipora,Anthozoa,Montipora,,encrusting,,reef flats,,,No,No,Yes,No,Yes,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora verrilli,207136,Vaughan,Species,WoRMS (2010). Montipora verrilli. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207136 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora verrilli (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207136,MOSP,0,,0,0
191,MYSP,Mycedium sp,Mycedium,Anthozoa,Mycedium,,,,,,,,,Yes,Yes,No,No,No,No,No,Octocoral,Animalia,Cnidaria,Scleractinia,Pectiniidae,Mycedium sp,203844,,Genus,,,,MYSP,0,,-1,-1
192,OCRI,Oulophyllia crispa,Oulophyllia,Anthozoa,Oulophyllia,,laminar,massive,many reef environments,lagoons,,No,No,Yes,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Oulophyllia crispa,207485,"(Lamarck, 1816)",Species,"WoRMS (2010). Oulophyllia crispa (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207485 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Oulophyllia (Genus) > Oulophyllia crispa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207485,OUSP,0,,0,0
193,OCTO,Soft Coral,,Anthozoa,Octocoral,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,OCTO,-1,,0,0
194,OUSP,Oulophyllia sp,Oulophyllia,Anthozoa,Oulophyllia,,,,,,,,,Yes,Yes,No,No,No,No,No,Octocoral,Animalia,Cnidaria,Scleractinia,Faviidae,Oulophyllia sp,205663,,Genus,,,,OUSP,0,,-1,-1
195,OXSP,Oxypora sp,Oxypora,Anthozoa,Oxypora,,laminar,,protected reef environments,,,No,No,Yes,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pectiniidae,,,,Genus,,,,OXSP,0,,-1,-1
196,PACH,Pachyclavularia sp,Pachyclavularia,Anthozoa,Octocoral,,,,,,,,,No,No,No,,Yes,No,No,Pocillopora,Animalia,Cnidaria,Alcyoniidae,,,,,Genus,,,,PACH,-1,,0,0
197,PACS,Pachyseris sp,Pachyseris,Anthozoa,Pachyseris,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Porites,Animalia,Cnidaria,Scleractinia,Agariciidae,Pachyseris sp,206073,,Genus,,,,PACS,0,,-1,-1
198,PANA,Porites annae,Porites,Anthozoa,Porites,0,submassive/nodular,nodular,shallow reef,,,Yes,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,Porites annae,288886,"Crossland, 1952",Species,WoRMS (2010). Porites annae. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288886 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites annae (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288886,POSP,0,,0,0
199,PANK,Pocillopora ankeli,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,,,Yes,No,No,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora ankeli,430671,"Scheer & Pillai, 1974",Species,WoRMS (2010). Pocillopora ankeli. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=430671 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora ankeli (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=430671,POCS,0,,0,0
201,PASP,Palythoa sp,Palythoa,Anthozoa,Palythoa,,encrusting,,shallow reef environments,high current environments,strong wave action environments,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Pavona,Animalia,Cnidaria,Zoanthidea,Sphenopidae,Palythoa sp,205785,,Genus,,,,PASP,-1,,0,0
202,PAUS,Porites australiensis,Porites,Anthozoa,Porites,,massive,,back reef margins,lagoons,fringing reef,No,No,Yes,Yes,No,No,Yes,Yes,No,Pavona,Animalia,Cnidaria,Scleractinia,Poritidae,Porites australiensis,207249,"Vaughan, 1918",Species,WoRMS (2010). Porites australiensis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207249 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites australiensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207249,POSP,0,,0,0
203,PAVS,Pavona sp,Pavona,Anthozoa,Pavona,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona sp,206614,,Genus,,,,PAVS,0,,-1,-1
204,PBIP,Pavona bipartita,Pavona,Anthozoa,Pavona,,submassive,encrusting,shallow reef environments,,,No,No,Yes,Yes,No,No,No,No,No,Pavona,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona bipartita,289199,"Nemenzo, 1980",Species,WoRMS (2010). Pavona bipartita. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=289199 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona bipartita (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289199,PAVS,0,,0,0
205,PBRI,Porites brighami,Porites,Anthozoa,Porites,,encrusting,,shallow reef environments,,,No,No,No,No,Yes,No,No,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Poritidae,Porites brighami,411263,"Vaughan, 1907",Species,"WoRMS (2010). Porites brighami Vaughan, 1907. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=411263 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites brighami (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411263,POSP,0,,0,0
206,PCAC,Pavona cactus,Pavona,Anthozoa,Pavona,,branching,,lagoons,upper reef slopes,protected reef environments,No,No,No,No,No,No,Yes,No,No,Pavona,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona cactus,207312,"(Forskal, 1775)",Species,"WoRMS (2010). Pavona cactus (Forskal, 1775). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207312 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona cactus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207312,PAVS,0,,0,0
207,PCAP,Pocillopora capitata,Pocillopora,Anthozoa,Pocillopora,,branching,,rocky foreshores,,,No,No,No,No,Yes,No,Yes,No,No,Porites,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora capitata,289246,"Verrill, 1864",Species,"WoRMS (2010). Pocillopora capitata Verrill, 1864. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=289246 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora capitata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289246,POCS,0,,0,0
208,PCHI,Pavona chiriquiensis,Pavona,Anthozoa,Pavona,0,encrusting,submassive,shallow-deep,,,,,Yes,Yes,Yes,,Yes,Yes,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona chiriquiensis,289200,"Glyn, Mate & Stemann, 2001",Species,"WoRMS (2010). Pavona chiriquiensis Glyn, Mate & Stemann, 2001. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=289200 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona chiriquiensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289200,PAVS,0,,-1,0
209,PCLA,Pavona clavus,Pavona,Anthozoa,Pavona,,columnar,laminar,high current environments,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona clavus,207318,"(Dana, 1846)",Species,WoRMS (2010). Pavona clavus. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207318 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona clavus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207318,PAVS,0,,0,0
210,PCOM,Porites compressa,Porites,Anthozoa,Porites,,branching,columnar,protected reef environments,lagoons,,No,No,No,No,Yes,No,No,No,No,Porites,Animalia,Cnidaria,Scleractinia,Poritidae,Porites compressa,207236,Dana,Species,WoRMS (2010). Porites compressa Dana. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207236 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites compressa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207236,POSP,0,,0,0
211,PCON,Psammocora contigua,Psammocora,Anthozoa,Psammocora,,branching,columnar,shallow reef environments,Soft inter-reef substrates,,No,No,Yes,No,No,No,Yes,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora contigua,207267,"(Esper, 1797)",Species,WoRMS (2010). Psammocora contigua. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207267 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora contigua (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207267,PSSP,0,,0,0
212,PCYL,Porites cylindrica,Porites,Anthozoa,Porites,,branching,,lagoons,back reef margins,,No,No,Yes,Yes,No,No,No,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Poritidae,Porites cylindrica,207229,"Dana, 1846",Species,"WoRMS (2010). Porites cylindrica Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207229 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites cylindrica (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207229,POSP,0,,-1,0
213,PDAM,Pocillopora damicornis,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Porites,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora damicornis,206953,"(Linnaeus, 1758)",Species,"WoRMS (2010). Pocillopora damicornis (Linnaeus, 1758). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206953 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora damicornis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206953,POCS,0,,-1,0
214,PDAN,Pocillopora danae,Pocillopora,Anthozoa,Pocillopora,,branching,,protected reef environments,reef slopes,,No,No,Yes,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora danae,206963,"Verrill, 1864",Species,"WoRMS (2010). Pocillopora danae Verrill, 1864. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206963 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora danae (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206963,POCS,0,,0,0
215,PDEN,Porites densa,Porites,Anthozoa,Porites,,encrusting,massive,back reef margins,,,No,No,Yes,No,No,No,No,No,No,Pavona,Animalia,Cnidaria,Scleractinia,Poritidae,Porites densa,288897,"Vaughan, 1918",Species,"WoRMS (2010). Porites densa Vaughan, 1918. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288897 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites densa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288897,POSP,0,,0,0
216,PDIG,Psammocora digitata,Psammocora,Anthozoa,Psammocora,,columnar,laminar,many reef environments,,,No,No,Yes,Yes,No,No,No,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora digitata,207260,"Milne Edwards & Haime, 1851",Species,WoRMS (2010). Psammocora digitata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207260 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora digitata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207260,PSSP,0,,0,0
217,PDUE,Pavona duerdeni,Pavona,Anthozoa,Pavona,,massive,,many reef environments,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Porites,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona duerdeni,207315,Sheer & Pillai,Species,WoRMS (2010). Pavona duerdeni Sheer & Pillai. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207315 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona duerdeni (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207315,PAVS,0,,-1,0
218,PELE,Pocillopora elegans,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,,,No,No,Yes,Yes,No,No,No,No,Yes,Pocillopora,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora elegans,206956,"Dana, 1846",Species,"WoRMS (2010). Pocillopora elegans Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206956 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora elegans (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206956,POCS,0,,0,0
219,PEVE,Porites evermanni,Porites,Anthozoa,Porites,,massive,columnar,protected reef environments,lagoons,,No,No,No,No,Yes,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Poritidae,Porites evermanni,288900,"Vaughan, 1907",Species,WoRMS (2010). Porites evermanni. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288900 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites evermanni (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288900,POSP,0,,0,0
220,PEXP,Pavona explanulata,Pavona,Anthozoa,Pavona,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona explanulata,207306,"(Lamarck, 1816)",Species,WoRMS (2010). Pavona explanulata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207306 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona explanulata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207306,PAVS,0,,0,0
221,PEYD,Pocillopora eydouxi,Pocillopora,Anthozoa,Pocillopora,,branching,,many reef environments,high current environments,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora eydouxi,206958,"Milne Edwards & Haime, 1860",Species,"WoRMS (2010). Pocillopora eydouxi Milne Edwards & Haime, 1860. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206958 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora eydouxi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206958,POCS,-1,PGRA,0,0
222,PHAI,Psammocora haimeana,Psammocora,Anthozoa,Psammocora,,massive,encrusting,shallow reef environments,,,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora haimeana,207262,"Milne Edwards & Haime, 1851",Species,WoRMS (2010). Psammocora haimeana. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207262 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora haimeana (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207262,PSSP,0,,0,0
223,PHOR,Porites horizontalata,Porites,Anthozoa,Porites,0,encrusting/platy,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,Porites horizontalata,207237,Hoffmeister,Species,WoRMS (2010). Porites horizontalata Hoffmeister. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207237 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites horizontalata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207237,POSP,0,,0,0
224,PLDA,Platygyra daedalea,Platygyra,Anthozoa,Platygyra,,massive,encrusting,many reef environments,back reef margins,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Merulinidae,Platygyra daedalea,207489,"(Ellis & Solander, 1786)",Species,"WoRMS (2010). Platygyra daedalea (Ellis & Solander, 1786). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207489 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Platygyra (Genus) > Platygyra daedalea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207489,PLSP,0,,0,0
